gene,string_id
A-LAP,"['9606.ENSP00000296754', '9606.ENSP00000296754', '9606.ENSP00000296754']"
A-MYB,['9606.ENSP00000429633']
A-RAF,['9606.ENSP00000290277']
A-SCID,"['9606.ENSP00000367527', '9606.ENSP00000367527', '9606.ENSP00000367527']"
A-SCS,['9606.ENSP00000494360']
A-myb,"['9606.ENSP00000429633', '9606.ENSP00000429633']"
A0A023T6R1,['9606.ENSP00000319240']
A0A023T787,['9606.ENSP00000463058']
A0A024QY88,['9606.ENSP00000287842']
A0A024QYR3,['9606.ENSP00000381104']
A0A024QYR8,['9606.ENSP00000493515']
A0A024QYS2,['9606.ENSP00000360184']
A0A024QYT5,['9606.ENSP00000223095']
A0A024QYT6,['9606.ENSP00000336666']
A0A024QYT8,['9606.ENSP00000320359']
A0A024QYU9,['9606.ENSP00000332604']
A0A024QYV1,['9606.ENSP00000363345']
A0A024QYV3,['9606.ENSP00000320359']
A0A024QYV5,['9606.ENSP00000419270']
A0A024QYV7,['9606.ENSP00000306788']
A0A024QYV9,['9606.ENSP00000485216']
A0A024QYW1,['9606.ENSP00000489706']
A0A024QYW3,['9606.ENSP00000365505']
A0A024QYW5,['9606.ENSP00000470248']
A0A024QYW6,['9606.ENSP00000348848']
A0A024QYW7,['9606.ENSP00000365692']
A0A024QYX0,['9606.ENSP00000417052']
A0A024QYX1,['9606.ENSP00000348848']
A0A024QYX2,['9606.ENSP00000300571']
A0A024QYX3,['9606.ENSP00000365950']
A0A024QYX4,['9606.ENSP00000371180']
A0A024QYX5,['9606.ENSP00000326948']
A0A024QYX8,['9606.ENSP00000365891']
A0A024QYY0,['9606.ENSP00000471683']
A0A024QYY3,['9606.ENSP00000268835']
A0A024QYY4,['9606.ENSP00000234739']
A0A024QYY6,['9606.ENSP00000254090']
A0A024QYY9,['9606.ENSP00000261503']
A0A024QYZ0,['9606.ENSP00000388337']
A0A024QYZ6,['9606.ENSP00000425587']
A0A024QZ02,['9606.ENSP00000378856']
A0A024QZ03,['9606.ENSP00000365401']
A0A024QZ08,['9606.ENSP00000464443']
A0A024QZ09,['9606.ENSP00000156084']
A0A024QZ12,['9606.ENSP00000384625']
A0A024QZ15,['9606.ENSP00000480703']
A0A024QZ18,['9606.ENSP00000471299']
A0A024QZ20,['9606.ENSP00000311005']
A0A024QZ22,['9606.ENSP00000451962']
A0A024QZ23,['9606.ENSP00000314129']
A0A024QZ26,['9606.ENSP00000365804']
A0A024QZ29,['9606.ENSP00000378328']
A0A024QZ30,['9606.ENSP00000264932']
A0A024QZ31,['9606.ENSP00000374565']
A0A024QZ33,['9606.ENSP00000247026']
A0A024QZ34,['9606.ENSP00000378957']
A0A024QZ35,['9606.ENSP00000385892']
A0A024QZ36,['9606.ENSP00000262394']
A0A024QZ42,['9606.ENSP00000264933']
A0A024QZ44,['9606.ENSP00000480703']
A0A024QZ47,['9606.ENSP00000083182']
A0A024QZ51,['9606.ENSP00000262394']
A0A024QZ55,['9606.ENSP00000378856']
A0A024QZ57,['9606.ENSP00000328182']
A0A024QZ59,['9606.ENSP00000262395']
A0A024QZ60,['9606.ENSP00000462419']
A0A024QZ62,['9606.ENSP00000378368']
A0A024QZ63,['9606.ENSP00000437073']
A0A024QZ64,['9606.ENSP00000378731']
A0A024QZ68,['9606.ENSP00000413156']
A0A024QZ70,['9606.ENSP00000261716']
A0A024QZ75,['9606.ENSP00000380888']
A0A024QZ77,['9606.ENSP00000365147']
A0A024QZ78,['9606.ENSP00000364986']
A0A024QZ81,['9606.ENSP00000391942']
A0A024QZ86,['9606.ENSP00000240328']
A0A024QZ87,['9606.ENSP00000397863']
A0A024QZ88,['9606.ENSP00000372274']
A0A024QZ90,['9606.ENSP00000455813']
A0A024QZ92,['9606.ENSP00000321221']
A0A024QZ93,['9606.ENSP00000309945']
A0A024QZ94,['9606.ENSP00000367177']
A0A024QZ95,['9606.ENSP00000219022']
A0A024QZ97,['9606.ENSP00000365176']
A0A024QZ98,['9606.ENSP00000350090']
A0A024QZA4,['9606.ENSP00000377257']
A0A024QZA7,['9606.ENSP00000322249']
A0A024QZA8,['9606.ENSP00000351209']
A0A024QZA9,['9606.ENSP00000378405']
A0A024QZB0,['9606.ENSP00000364742']
A0A024QZB2,['9606.ENSP00000252797']
A0A024QZB5,['9606.ENSP00000441641']
A0A024QZB8,['9606.ENSP00000454229']
A0A024QZC1,['9606.ENSP00000304903']
A0A024QZC2,['9606.ENSP00000321221']
A0A024QZC4,['9606.ENSP00000379003']
A0A024QZC7,['9606.ENSP00000378642']
A0A024QZC8,['9606.ENSP00000369777']
A0A024QZD1,['9606.ENSP00000447001']
A0A024QZD2,['9606.ENSP00000321221']
A0A024QZD5,['9606.ENSP00000472998']
A0A024QZD6,['9606.ENSP00000378845']
A0A024QZD9,['9606.ENSP00000442573']
A0A024QZE0,['9606.ENSP00000440190']
A0A024QZE2,['9606.ENSP00000472109']
A0A024QZE3,['9606.ENSP00000376303']
A0A024QZE4,['9606.ENSP00000469455']
A0A024QZE6,['9606.ENSP00000317579']
A0A024QZE7,['9606.ENSP00000378332']
A0A024QZF1,['9606.ENSP00000471191']
A0A024QZF2,['9606.ENSP00000246792']
A0A024QZF6,['9606.ENSP00000375711']
A0A024QZF7,['9606.ENSP00000313309']
A0A024QZF8,['9606.ENSP00000469194']
A0A024QZG3,['9606.ENSP00000396954']
A0A024QZG5,['9606.ENSP00000457274']
A0A024QZG6,['9606.ENSP00000325239']
A0A024QZH0,['9606.ENSP00000472546']
A0A024QZH5,['9606.ENSP00000469158']
A0A024QZI1,['9606.ENSP00000472808']
A0A024QZI2,['9606.ENSP00000410798']
A0A024QZI3,['9606.ENSP00000376303']
A0A024QZI4,['9606.ENSP00000469880']
A0A024QZI5,['9606.ENSP00000463027']
A0A024QZI8,['9606.ENSP00000300006']
A0A024QZI9,['9606.ENSP00000378868']
A0A024QZJ2,['9606.ENSP00000363019']
A0A024QZJ4,['9606.ENSP00000379616']
A0A024QZJ5,['9606.ENSP00000378868']
A0A024QZJ6,['9606.ENSP00000379616']
A0A024QZJ8,['9606.ENSP00000378699']
A0A024QZK5,['9606.ENSP00000351619']
A0A024QZK7,['9606.ENSP00000494664']
A0A024QZK8,['9606.ENSP00000265866']
A0A024QZL0,['9606.ENSP00000362376']
A0A024QZL4,['9606.ENSP00000338671']
A0A024QZL5,['9606.ENSP00000348043']
A0A024QZM0,['9606.ENSP00000339404']
A0A024QZM2,['9606.ENSP00000348043']
A0A024QZM3,['9606.ENSP00000362314']
A0A024QZM5,['9606.ENSP00000263563']
A0A024QZM6,['9606.ENSP00000343405']
A0A024QZM7,['9606.ENSP00000378868']
A0A024QZN2,['9606.ENSP00000362041']
A0A024QZN4,['9606.ENSP00000211998']
A0A024QZN7,['9606.ENSP00000363041']
A0A024QZN8,['9606.ENSP00000378624']
A0A024QZP0,['9606.ENSP00000361411']
A0A024QZP2,['9606.ENSP00000397082']
A0A024QZP6,['9606.ENSP00000362352']
A0A024QZP7,['9606.ENSP00000378699']
A0A024QZQ1,['9606.ENSP00000212015']
A0A024QZQ2,['9606.ENSP00000378394']
A0A024QZQ6,['9606.ENSP00000307305']
A0A024QZQ8,['9606.ENSP00000378289']
A0A024QZR0,['9606.ENSP00000348043']
A0A024QZR5,['9606.ENSP00000347408']
A0A024QZR9,['9606.ENSP00000380074']
A0A024QZS1,['9606.ENSP00000380157']
A0A024QZS2,['9606.ENSP00000379997']
A0A024QZS3,['9606.ENSP00000264775']
A0A024QZS4,['9606.ENSP00000225174']
A0A024QZS8,['9606.ENSP00000379934']
A0A024QZT0,['9606.ENSP00000361635']
A0A024QZT2,['9606.ENSP00000230449']
A0A024QZT4,['9606.ENSP00000370074']
A0A024QZT7,['9606.ENSP00000258739']
A0A024QZU0,['9606.ENSP00000259808']
A0A024QZU1,['9606.ENSP00000199389']
A0A024QZU6,['9606.ENSP00000256759']
A0A024QZU7,['9606.ENSP00000264775']
A0A024QZU8,['9606.ENSP00000369270']
A0A024QZV0,['9606.ENSP00000369081']
A0A024QZV1,['9606.ENSP00000274289']
A0A024QZV3,['9606.ENSP00000346693']
A0A024QZV7,['9606.ENSP00000420658']
A0A024QZV9,['9606.ENSP00000368759']
A0A024QZW0,['9606.ENSP00000312304']
A0A024QZW2,['9606.ENSP00000405674']
A0A024QZW3,['9606.ENSP00000011619']
A0A024QZW4,['9606.ENSP00000368981']
A0A024QZW5,['9606.ENSP00000420465']
A0A024QZX0,['9606.ENSP00000475727']
A0A024QZX3,['9606.ENSP00000484343']
A0A024QZX5,['9606.ENSP00000484343']
A0A024QZX7,['9606.ENSP00000380250']
A0A024QZY0,['9606.ENSP00000369739']
A0A024QZY1,['9606.ENSP00000223029']
A0A024QZY2,['9606.ENSP00000367081']
A0A024QZY3,['9606.ENSP00000369627']
A0A024QZY4,['9606.ENSP00000349596']
A0A024QZY5,['9606.ENSP00000337194']
A0A024QZY7,['9606.ENSP00000230056']
A0A024QZY9,['9606.ENSP00000259698']
A0A024QZZ4,['9606.ENSP00000482607']
A0A024QZZ6,['9606.ENSP00000259229']
A0A024QZZ7,['9606.ENSP00000289316']
A0A024R001,['9606.ENSP00000444561']
A0A024R006,['9606.ENSP00000259963']
A0A024R008,['9606.ENSP00000368981']
A0A024R011,['9606.ENSP00000475727']
A0A024R012,['9606.ENSP00000476228']
A0A024R013,['9606.ENSP00000367137']
A0A024R017,['9606.ENSP00000367022']
A0A024R019,['9606.ENSP00000298181']
A0A024R026,['9606.ENSP00000367359']
A0A024R028,['9606.ENSP00000259698']
A0A024R029,['9606.ENSP00000274849']
A0A024R036,['9606.ENSP00000313391']
A0A024R038,['9606.ENSP00000349143']
A0A024R040,['9606.ENSP00000196371']
A0A024R042,['9606.ENSP00000244519']
A0A024R043,['9606.ENSP00000354888']
A0A024R045,['9606.ENSP00000371469']
A0A024R046,['9606.ENSP00000366798']
A0A024R048,['9606.ENSP00000371362']
A0A024R050,['9606.ENSP00000265113']
A0A024R052,['9606.ENSP00000347948']
A0A024R056,['9606.ENSP00000367872']
A0A024R058,['9606.ENSP00000367890']
A0A024R059,['9606.ENSP00000322706']
A0A024R061,['9606.ENSP00000262640']
A0A024R064,['9606.ENSP00000258613']
A0A024R068,['9606.ENSP00000288774']
A0A024R069,['9606.ENSP00000274255']
A0A024R071,['9606.ENSP00000231498']
A0A024R073,['9606.ENSP00000445001']
A0A024R074,['9606.ENSP00000262640']
A0A024R075,['9606.ENSP00000383719']
A0A024R082,['9606.ENSP00000368644']
A0A024R084,['9606.ENSP00000499387']
A0A024R085,['9606.ENSP00000274278']
A0A024R087,['9606.ENSP00000426504']
A0A024R089,['9606.ENSP00000355051']
A0A024R095,['9606.ENSP00000349456']
A0A024R096,['9606.ENSP00000342148']
A0A024R098,['9606.ENSP00000499465']
A0A024R099,['9606.ENSP00000358925']
A0A024R0A4,['9606.ENSP00000288774']
A0A024R0A8,['9606.ENSP00000358814']
A0A024R0A9,['9606.ENSP00000499387']
A0A024R0B1,['9606.ENSP00000271331']
A0A024R0B7,['9606.ENSP00000286692']
A0A024R0B8,['9606.ENSP00000426067']
A0A024R0C0,['9606.ENSP00000441980']
A0A024R0C3,['9606.ENSP00000264663']
A0A024R0C6,['9606.ENSP00000319591']
A0A024R0C7,['9606.ENSP00000271277']
A0A024R0D2,['9606.ENSP00000358582']
A0A024R0E2,['9606.ENSP00000481762']
A0A024R0E3,['9606.ENSP00000347672']
A0A024R0E5,['9606.ENSP00000263168']
A0A024R0F0,['9606.ENSP00000342676']
A0A024R0F1,['9606.ENSP00000358478']
A0A024R0F2,['9606.ENSP00000445001']
A0A024R0F8,['9606.ENSP00000385510']
A0A024R0F9,['9606.ENSP00000445122']
A0A024R0G0,['9606.ENSP00000349456']
A0A024R0G2,['9606.ENSP00000350266']
A0A024R0G3,['9606.ENSP00000351391']
A0A024R0G4,['9606.ENSP00000325018']
A0A024R0G8,['9606.ENSP00000249396']
A0A024R0H1,['9606.ENSP00000441065']
A0A024R0H2,['9606.ENSP00000384952']
A0A024R0H5,['9606.ENSP00000350266']
A0A024R0H6,['9606.ENSP00000221265']
A0A024R0H7,['9606.ENSP00000235090']
A0A024R0H9,['9606.ENSP00000407442']
A0A024R0I0,['9606.ENSP00000469863']
A0A024R0I2,['9606.ENSP00000358535']
A0A024R0I3,['9606.ENSP00000285735']
A0A024R0I4,['9606.ENSP00000396755']
A0A024R0I7,['9606.ENSP00000358519']
A0A024R0J1,['9606.ENSP00000469413']
A0A024R0J6,['9606.ENSP00000469863']
A0A024R0J9,['9606.ENSP00000375863']
A0A024R0K2,['9606.ENSP00000481762']
A0A024R0K3,['9606.ENSP00000269980']
A0A024R0K4,['9606.ENSP00000403910']
A0A024R0K5,['9606.ENSP00000221992']
A0A024R0K8,['9606.ENSP00000470246']
A0A024R0L0,['9606.ENSP00000333660']
A0A024R0L4,['9606.ENSP00000222329']
A0A024R0L5,['9606.ENSP00000222330']
A0A024R0L6,['9606.ENSP00000444935']
A0A024R0L8,['9606.ENSP00000469413']
A0A024R0M1,['9606.ENSP00000346158']
A0A024R0M4,['9606.ENSP00000385706']
A0A024R0M6,['9606.ENSP00000445806']
A0A024R0M8,['9606.ENSP00000469863']
A0A024R0N2,['9606.ENSP00000375882']
A0A024R0N3,['9606.ENSP00000400878']
A0A024R0N7,['9606.ENSP00000317224']
A0A024R0N8,['9606.ENSP00000263370']
A0A024R0P1,['9606.ENSP00000470129']
A0A024R0P4,['9606.ENSP00000465121']
A0A024R0P6,['9606.ENSP00000245919']
A0A024R0P7,['9606.ENSP00000391641']
A0A024R0Q0,['9606.ENSP00000270066']
A0A024R0Q4,['9606.ENSP00000387050']
A0A024R0Q5,['9606.ENSP00000354218']
A0A024R0Q6,['9606.ENSP00000013807']
A0A024R0Q7,['9606.ENSP00000012443']
A0A024R0Q9,['9606.ENSP00000315118']
A0A024R0R1,['9606.ENSP00000337261']
A0A024R0R2,['9606.ENSP00000469686']
A0A024R0R3,['9606.ENSP00000304004']
A0A024R0R4,['9606.ENSP00000270225']
A0A024R0R6,['9606.ENSP00000245934']
A0A024R0R7,['9606.ENSP00000326570']
A0A024R0R9,['9606.ENSP00000263354']
A0A024R0S1,['9606.ENSP00000382334']
A0A024R0S2,['9606.ENSP00000453307']
A0A024R0S6,['9606.ENSP00000263277']
A0A024R0S7,['9606.ENSP00000331643']
A0A024R0S9,['9606.ENSP00000479518']
A0A024R0T0,['9606.ENSP00000337852']
A0A024R0T1,['9606.ENSP00000482704']
A0A024R0T2,['9606.ENSP00000355428']
A0A024R0T6,['9606.ENSP00000463201']
A0A024R0T7,['9606.ENSP00000472308']
A0A024R0T8,['9606.ENSP00000465356']
A0A024R0T9,['9606.ENSP00000466775']
A0A024R0U0,['9606.ENSP00000315870']
A0A024R0V3,['9606.ENSP00000375810']
A0A024R0V4,['9606.ENSP00000245932']
A0A024R0W0,['9606.ENSP00000329033']
A0A024R0W2,['9606.ENSP00000453307']
A0A024R0W3,['9606.ENSP00000256689']
A0A024R0W7,['9606.ENSP00000345064']
A0A024R0X1,['9606.ENSP00000416341']
A0A024R0X7,['9606.ENSP00000266579']
A0A024R0X8,['9606.ENSP00000484687']
A0A024R0Y2,['9606.ENSP00000483300']
A0A024R0Y4,['9606.ENSP00000481091']
A0A024R0Y5,['9606.ENSP00000496597']
A0A024R0Y6,['9606.ENSP00000256682']
A0A024R0Y9,['9606.ENSP00000267102']
A0A024R0Z1,['9606.ENSP00000447109']
A0A024R0Z2,['9606.ENSP00000446830']
A0A024R0Z3,['9606.ENSP00000310723']
A0A024R0Z5,['9606.ENSP00000389277']
A0A024R100,['9606.ENSP00000331106']
A0A024R101,['9606.ENSP00000448228']
A0A024R104,['9606.ENSP00000447006']
A0A024R106,['9606.ENSP00000266529']
A0A024R110,['9606.ENSP00000448051']
A0A024R115,['9606.ENSP00000446688']
A0A024R118,['9606.ENSP00000448785']
A0A024R120,['9606.ENSP00000257915']
A0A024R124,['9606.ENSP00000449756']
A0A024R125,['9606.ENSP00000323867']
A0A024R126,['9606.ENSP00000440864']
A0A024R127,['9606.ENSP00000266581']
A0A024R128,['9606.ENSP00000338990']
A0A024R129,['9606.ENSP00000257894']
A0A024R131,['9606.ENSP00000415436']
A0A024R134,['9606.ENSP00000349640']
A0A024R136,['9606.ENSP00000404190']
A0A024R138,['9606.ENSP00000301149']
A0A024R141,['9606.ENSP00000259470']
A0A024R145,['9606.ENSP00000497767']
A0A024R146,['9606.ENSP00000420256']
A0A024R150,['9606.ENSP00000343746']
A0A024R151,['9606.ENSP00000363852']
A0A024R153,['9606.ENSP00000262457']
A0A024R154,['9606.ENSP00000364008']
A0A024R156,['9606.ENSP00000363411']
A0A024R157,['9606.ENSP00000363397']
A0A024R158,['9606.ENSP00000286398']
A0A024R159,['9606.ENSP00000381785']
A0A024R161,['9606.ENSP00000363412']
A0A024R162,['9606.ENSP00000259456']
A0A024R163,['9606.ENSP00000414921']
A0A024R165,['9606.ENSP00000344208']
A0A024R166,['9606.ENSP00000481721']
A0A024R168,['9606.ENSP00000482027']
A0A024R169,['9606.ENSP00000364037']
A0A024R171,['9606.ENSP00000480445']
A0A024R176,['9606.ENSP00000480916']
A0A024R177,['9606.ENSP00000498737']
A0A024R178,['9606.ENSP00000290277']
A0A024R179,['9606.ENSP00000364289']
A0A024R183,['9606.ENSP00000276052']
A0A024R184,['9606.ENSP00000417764']
A0A024R187,['9606.ENSP00000292778']
A0A024R188,['9606.ENSP00000363984']
A0A024R189,['9606.ENSP00000372499']
A0A024R191,['9606.ENSP00000243662']
A0A024R1A2,['9606.ENSP00000481850']
A0A024R1A3,['9606.ENSP00000338413']
A0A024R1A4,['9606.ENSP00000400906']
A0A024R1A7,['9606.ENSP00000366182']
A0A024R1B1,['9606.ENSP00000298396']
A0A024R1B8,['9606.ENSP00000479370']
A0A024R1C1,['9606.ENSP00000486725']
A0A024R1C2,['9606.ENSP00000381773']
A0A024R1C3,['9606.ENSP00000304956']
A0A024R1C4,['9606.ENSP00000366265']
A0A024R1C5,['9606.ENSP00000249064']
A0A024R1C8,['9606.ENSP00000216101']
A0A024R1D0,['9606.ENSP00000215906']
A0A024R1D6,['9606.ENSP00000420306']
A0A024R1D7,['9606.ENSP00000385207']
A0A024R1D8,['9606.ENSP00000317578']
A0A024R1D9,['9606.ENSP00000344666']
A0A024R1E4,['9606.ENSP00000266263']
A0A024R1E5,['9606.ENSP00000381364']
A0A024R1E6,['9606.ENSP00000445675']
A0A024R1F0,['9606.ENSP00000216037']
A0A024R1F5,['9606.ENSP00000320508']
A0A024R1F6,['9606.ENSP00000344666']
A0A024R1F8,['9606.ENSP00000266269']
A0A024R1F9,['9606.ENSP00000380877']
A0A024R1G6,['9606.ENSP00000344577']
A0A024R1G9,['9606.ENSP00000339813']
A0A024R1H3,['9606.ENSP00000324343']
A0A024R1H4,['9606.ENSP00000320508']
A0A024R1H6,['9606.ENSP00000339916']
A0A024R1H7,['9606.ENSP00000266269']
A0A024R1I0,['9606.ENSP00000344666']
A0A024R1I1,['9606.ENSP00000344241']
A0A024R1I2,['9606.ENSP00000384651']
A0A024R1I3,['9606.ENSP00000215904']
A0A024R1I5,['9606.ENSP00000478755']
A0A024R1I7,['9606.ENSP00000384421']
A0A024R1I8,['9606.ENSP00000351614']
A0A024R1J0,['9606.ENSP00000338812']
A0A024R1J1,['9606.ENSP00000443824']
A0A024R1J2,['9606.ENSP00000216085']
A0A024R1J5,['9606.ENSP00000385205']
A0A024R1J8,['9606.ENSP00000344666']
A0A024R1J9,['9606.ENSP00000344666']
A0A024R1K0,['9606.ENSP00000380659']
A0A024R1K5,['9606.ENSP00000391739']
A0A024R1K6,['9606.ENSP00000384667']
A0A024R1K7,['9606.ENSP00000248975']
A0A024R1K8,['9606.ENSP00000215793']
A0A024R1K9,['9606.ENSP00000216200']
A0A024R1L2,['9606.ENSP00000333917']
A0A024R1L3,['9606.ENSP00000385110']
A0A024R1L8,['9606.ENSP00000306497']
A0A024R1L9,['9606.ENSP00000478962']
A0A024R1M2,['9606.ENSP00000339916']
A0A024R1M3,['9606.ENSP00000215912']
A0A024R1M5,['9606.ENSP00000266269']
A0A024R1M6,['9606.ENSP00000352021']
A0A024R1M8,['9606.ENSP00000249066']
A0A024R1N1,['9606.ENSP00000216181']
A0A024R1N4,['9606.ENSP00000352257']
A0A024R1N5,['9606.ENSP00000401946']
A0A024R1N6,['9606.ENSP00000380093']
A0A024R1P2,['9606.ENSP00000249071']
A0A024R1P3,['9606.ENSP00000347345']
A0A024R1P5,['9606.ENSP00000216039']
A0A024R1P7,['9606.ENSP00000385616']
A0A024R1Q0,['9606.ENSP00000354476']
A0A024R1Q2,['9606.ENSP00000216133']
A0A024R1Q3,['9606.ENSP00000215980']
A0A024R1Q5,['9606.ENSP00000379680']
A0A024R1Q8,['9606.ENSP00000420311']
A0A024R1R0,['9606.ENSP00000386918']
A0A024R1R3,['9606.ENSP00000254079']
A0A024R1R8,['9606.ENSP00000491117']
A0A024R1S0,['9606.ENSP00000354441']
A0A024R1S2,['9606.ENSP00000209728']
A0A024R1S7,['9606.ENSP00000323967']
A0A024R1S8,['9606.ENSP00000325240']
A0A024R1T1,['9606.ENSP00000333948']
A0A024R1T5,['9606.ENSP00000377470']
A0A024R1T8,['9606.ENSP00000314608']
A0A024R1T9,['9606.ENSP00000466259']
A0A024R1U0,['9606.ENSP00000401470']
A0A024R1U2,['9606.ENSP00000216252']
A0A024R1U4,['9606.ENSP00000447053']
A0A024R1U5,['9606.ENSP00000216259']
A0A024R1U8,['9606.ENSP00000269593']
A0A024R1V0,['9606.ENSP00000418960']
A0A024R1V3,['9606.ENSP00000343479']
A0A024R1V4,['9606.ENSP00000464813']
A0A024R1V6,['9606.ENSP00000482063']
A0A024R1W3,['9606.ENSP00000317232']
A0A024R1W6,['9606.ENSP00000377724']
A0A024R1X3,['9606.ENSP00000253794']
A0A024R1X4,['9606.ENSP00000354762']
A0A024R1X5,['9606.ENSP00000355231']
A0A024R1X9,['9606.ENSP00000209718']
A0A024R1Y2,['9606.ENSP00000466259']
A0A024R1Y5,['9606.ENSP00000251642']
A0A024R1Y6,['9606.ENSP00000341911']
A0A024R1Y7,['9606.ENSP00000301671']
A0A024R1Y8,['9606.ENSP00000166139']
A0A024R1Z1,['9606.ENSP00000215574']
A0A024R1Z2,['9606.ENSP00000253796']
A0A024R1Z4,['9606.ENSP00000303580']
A0A024R1Z6,['9606.ENSP00000347872']
A0A024R1Z8,['9606.ENSP00000418960']
A0A024R1Z9,['9606.ENSP00000387185']
A0A024R203,['9606.ENSP00000293362']
A0A024R206,['9606.ENSP00000292363']
A0A024R207,['9606.ENSP00000341911']
A0A024R211,['9606.ENSP00000402537']
A0A024R214,['9606.ENSP00000477715']
A0A024R216,['9606.ENSP00000299633']
A0A024R219,['9606.ENSP00000366161']
A0A024R222,['9606.ENSP00000365773']
A0A024R224,['9606.ENSP00000261721']
A0A024R229,['9606.ENSP00000366243']
A0A024R230,['9606.ENSP00000277120']
A0A024R231,['9606.ENSP00000238018']
A0A024R240,['9606.ENSP00000286548']
A0A024R241,['9606.ENSP00000297689']
A0A024R244,['9606.ENSP00000364898']
A0A024R247,['9606.ENSP00000365601']
A0A024R248,['9606.ENSP00000364613']
A0A024R252,['9606.ENSP00000336914']
A0A024R258,['9606.ENSP00000365576']
A0A024R259,['9606.ENSP00000372459']
A0A024R260,['9606.ENSP00000366330']
A0A024R261,"['9606.ENSP00000463379', '9606.ENSP00000463842']"
A0A024R273,['9606.ENSP00000364898']
A0A024R274,['9606.ENSP00000341551']
A0A024R276,['9606.ENSP00000345344']
A0A024R277,['9606.ENSP00000262554']
A0A024R280,['9606.ENSP00000365773']
A0A024R281,['9606.ENSP00000383199']
A0A024R283,['9606.ENSP00000338217']
A0A024R288,['9606.ENSP00000338512']
A0A024R292,['9606.ENSP00000494352']
A0A024R294,['9606.ENSP00000285116']
A0A024R297,['9606.ENSP00000365019']
A0A024R2A4,['9606.ENSP00000383199']
A0A024R2A6,['9606.ENSP00000286049']
A0A024R2A7,['9606.ENSP00000251047']
A0A024R2A8,['9606.ENSP00000421861']
A0A024R2B1,['9606.ENSP00000331368']
A0A024R2B3,['9606.ENSP00000381185']
A0A024R2B5,['9606.ENSP00000261292']
A0A024R2B6,['9606.ENSP00000372221']
A0A024R2B7,['9606.ENSP00000397900']
A0A024R2B8,['9606.ENSP00000256429']
A0A024R2B9,['9606.ENSP00000466690']
A0A024R2C0,['9606.ENSP00000381382']
A0A024R2C3,['9606.ENSP00000492233']
A0A024R2C4,['9606.ENSP00000381185']
A0A024R2C5,['9606.ENSP00000238497']
A0A024R2C7,['9606.ENSP00000407822']
A0A024R2C8,['9606.ENSP00000412209']
A0A024R2D2,['9606.ENSP00000439378']
A0A024R2D4,['9606.ENSP00000479202']
A0A024R2D5,['9606.ENSP00000256497']
A0A024R2D7,['9606.ENSP00000307684']
A0A024R2D8,['9606.ENSP00000341940']
A0A024R2E4,['9606.ENSP00000353414']
A0A024R2E5,['9606.ENSP00000380602']
A0A024R2F2,['9606.ENSP00000256474']
A0A024R2F3,['9606.ENSP00000287652']
A0A024R2F4,['9606.ENSP00000339532']
A0A024R2F7,['9606.ENSP00000373328']
A0A024R2F8,['9606.ENSP00000295767']
A0A024R2F9,['9606.ENSP00000303992']
A0A024R2G0,['9606.ENSP00000494136']
A0A024R2G2,['9606.ENSP00000287647']
A0A024R2G6,['9606.ENSP00000373301']
A0A024R2G7,['9606.ENSP00000416429']
A0A024R2G8,['9606.ENSP00000382379']
A0A024R2H1,['9606.ENSP00000399518']
A0A024R2H2,['9606.ENSP00000284995']
A0A024R2H4,['9606.ENSP00000253699']
A0A024R2H8,['9606.ENSP00000231948']
A0A024R2I1,['9606.ENSP00000295757']
A0A024R2I4,['9606.ENSP00000253697']
A0A024R2I5,['9606.ENSP00000295767']
A0A024R2J0,['9606.ENSP00000283629']
A0A024R2J3,['9606.ENSP00000373301']
A0A024R2J4,['9606.ENSP00000263753']
A0A024R2K1,['9606.ENSP00000273047']
A0A024R2K3,['9606.ENSP00000303709']
A0A024R2K6,['9606.ENSP00000353414']
A0A024R2L0,['9606.ENSP00000283629']
A0A024R2L1,['9606.ENSP00000307491']
A0A024R2L3,['9606.ENSP00000335605']
A0A024R2L5,['9606.ENSP00000497532']
A0A024R2M0,['9606.ENSP00000328998']
A0A024R2M2,['9606.ENSP00000322265']
A0A024R2M3,['9606.ENSP00000405423']
A0A024R2M6,['9606.ENSP00000333664']
A0A024R2M7,['9606.ENSP00000311713']
A0A024R2M9,['9606.ENSP00000398064']
A0A024R2N1,['9606.ENSP00000388094']
A0A024R2N2,['9606.ENSP00000327246']
A0A024R2N4,['9606.ENSP00000312293']
A0A024R2N5,['9606.ENSP00000264454']
A0A024R2N6,['9606.ENSP00000232978']
A0A024R2N7,['9606.ENSP00000273153']
A0A024R2P0,['9606.ENSP00000389351']
